PvP Series 3 - Level 10,Série 3 du JcJ - Niveau 10,PvP Serie 3 - Level 10
PvP Series 3 - Level 15,Série 3 du JcJ - Niveau 15,PvP Serie 3 - Level 15
PvP Series 3 - Level 20,Série 3 du JcJ - Niveau 20,PvP Serie 3 - Level 20
PvP Series 3 - Level 5,Série 3 du JcJ - Niveau 5,PvP Serie 3 - Level 5
PvP Series 4 - Level 10,Série 4 du JcJ - Niveau 10,PvP Serie 4 - Level 10
PvP Series 4 - Level 15,Série 4 du JcJ - Niveau 15,PvP Serie 4 - Level 15
PvP Series 4 - Level 20,Série 4 du JcJ - Niveau 20,PvP Serie 4 - Level 20
PvP Series 4 - Level 25,Série 4 du JcJ - Niveau 25,PvP Serie 4 - Level 25
PvP Series 4 - Level 5,Série 4 du JcJ - Niveau 5,PvP Serie 4 - Level 5
PvP Series 5 - Level 10,Série 5 du JcJ - Niveau 10,PvP Serie 5 - Level 10
PvP Series 5 - Level 15,Série 5 du JcJ - Niveau 15,PvP Serie 5 - Level 15
PvP Series 5 - Level 20,Série 5 du JcJ - Niveau 20,PvP Serie 5 - Level 20
PvP Series 5 - Level 5,Série 5 du JcJ - Niveau 5,PvP Serie 5 - Level 5
Crystalline Conflict Season Reward,Récompense de saison de Crystalline Conflict,Crystalline Conflict Saison Belohnung
Crystalline Conflict: Random Drop,Crystalline Conflict : récompense aléatoire,Crystalline Conflict: Zufälliger Drop
Cuca Fera / The Stone Vigil (Hard),Cuca Fera / Le Vigile de Pierre (brutal),Cuca Fera / Steinerne Wacht (schwer)
Dalriada - Final Boss Chest,Dalriada - Coffre du boss final,Dalriada - Schatzkiste vom letzten Boss
Dalriada - Saunion & Dawon the Younger Chest,Dalriada - Coffre de Saunion et Dawon Junior,Dalriada - Schatzkiste von Saunion und Dawon junior
Dantalion / The Tam-Tara Deepcroft (Hard),Dantalion / L'Hypogée de Tam-Tara (brutal),Dantalion / Totenacker Tam-Tara (schwer)
Dawntrail Pre-order,Bonus de précommande de Dawntrail,Dawntrail Vorbestellung
Decaying Gourmand / The Lost City of Amdapor,Glouton putride / Les Vestiges de la cité d'Amdapor,Verrottender Gourmet / Historisches Amdapor
Delubrum Reginae,Delubrum Reginae,Delubrum Reginae
Delubrum Reginae (Savage),Delubrum Reginae (Sadique),Delubrum Reginae (episch)
Delubrum Reginae - Final Boss Chest,Delubrum Reginae - Coffre du boss final,Delubrum Reginae - Schatzkiste vom letzten Boss
Delubrum Reginae - Final Boss Chests,Delubrum Reginae - Coffres du boss final,Delubrum Reginae - Schatzkiste vom letzten Boss
Delubrum Reginae - Queen's Guards Chest,Delubrum Reginae - Coffre des gardes de la reine,Delubrum Reginae - Schatzkiste der Königinnengarde
Delubrum Reginae - Trinity Avowed Chest,Delubrum Reginae - Coffre de la Trinité féale,Delubrum Reginae - Schatzkiste von Trinität der Eingeschworenen
Delubrum Reginae - Trinity Seeker Chest,Delubrum Reginae - Coffre de la Trinité soudée,Delubrum Reginae - Schatzkiste von Trinität der Sucher
"Demented Mentor (7, 28)","Magie couleur sang (7, 28)","Rettende Hiebe (7, 28)"
Desynthesize a Ninja Betta,Recycler un Ninja Betta,Materialverwertung Ninja-Kampffisch
"Dhalmel / Sea of Clouds (16, 30)","Dhalmel / L'Écume des cieux d'Abalathia (16, 30)","Dhalmel / Abalathisches Wolkenmeer (16, 30)"
Dhorme Chimera / A Relic Reborn: The Chimera,Chimère dhorme / La chimère dhorme du Coerthas,Dhorme-Chimära / Kampf gegen die Dhorme-Chimära
Digital Fan Festival (2021),Fan Festival Numérique (2021),Digitales Fan Fest (2021)
Divine Dhalmel / Neverreap,Dhalmel divin / Nalloncques,Göttliches Dhalmel / Nimmerreich
Dojun-maru Adds (2nd Boss) / Kugane Castle,Dôjun Maru (2ème boss) / Château de Kugane,Dojun-Maru (Adds 2. Bosskampf) / Schloss Kugane
Doman Armored Weapon / Doma Castle,Arme blindée domienne / Le Château de Doma,Doma-Kriecher / Burg Doma
Dragon Quest X Collaboration,Collaboration Dragon Quest X,Dragon Quest X Collaboration
Dream Triad Card,Pochette Triple Triade onirique,Boosterkarte (Traum)
Duel: Aces High,Duel : Force divine,Duell: Gabriel
Duel: And the Flames Went Higher,Duel : L'envol du phénix,Duell: Sartauvoir
Duel: Beast of Man,Duel : Le Roi bestial,Duell: Lyon
Duel: Head of the Snake,Duel : Mener par l'exemple,Duell: Menenius - Tribunus der IV. Legion
Duel: Taking the Lyon's Share,Duel : La revanche de Lyon,Duell: Revanche - Lyon der Bestienkönig
Duel: The Broken Blade,Duel : Dabog l'hyper-renforcé,"Duell: Hyper-Dabog, Stärkster unter Stärksten"
E-Una-Kotor - Quarrymill (South Shroud) - 1 Gelmorran Potsherd,E-Una-Kotor - Moulin de la Carrière (Forêt du sud) - 1 tesson de poterie gelmorraine,E-Una-Kotor - Mühlenbruch - 1 Gelmorra-Scherbe
E-Una-Kotor - Quarrymill (South Shroud) - 10 Gelmorran Potsherds,E-Una-Kotor - Moulin de la Carrière (Forêt du sud) - 10 tessons de poterie gelmorraine,E-Una-Kotor - Mühlenbruch - 10 Gelmorra-Scherben
E-Una-Kotor - Quarrymill (South Shroud) - 3 Gelmorran Potsherds,E-Una-Kotor - Moulin de la Carrière (Forêt du sud) - 3 tessons de poterie gelmorraine,E-Una-Kotor - Mühlenbruch - 3 Gelmorra-Scherben
E-Una-Kotor - Quarrymill (South Shroud) - 5 Gelmorran Potsherds,E-Una-Kotor - Moulin de la Carrière (Forêt du sud) - 5 tessons de poterie gelmorraine,E-Una-Kotor - Mühlenbruch - 5 Gelmorra-Scherben
"Ebisu Catfish / Yanxia (28, 6) ","Namazu ebisu / Yanxia (28, 6)","Ebisu Namazuo / Yanxia (28, 6)"
"Edelina - Mor Dhona - 50,000,000 Gil",Edelina - Mor Dhona - 50 000 000 gils,Edelina - Mor Dhona - 50.000.000 Gil
Edelina - Mor Dhona - 500 Bicolor Gemstone Vouchers,Edelina - Mor Dhona - 500 bons de livraison de gemmes bicolores ,Edelina - Mor Dhona - 500 Handelszertifikate für zweifarbige Edelsteine
Eden Prime / Eden's Gate: Resurrection,Primo-Éden / L'Éveil d'Éden - Résurrection,Prim-Eden / Edens Erwachen - Auferstehung
Eden's Promise / Eden's Promise: Eternity,Promesse d'Éden / La Promesse d'Éden - Éternité,Edens Verheißung / Edens Verheißung - Ewigkeit
"Empuse / Azys Lla (30, 12)","Emoussa / Azys Lla (30, 12)","Empusa / Azys Lla (30, 12)"
Endwalker Collector's Edition,Édition Collector d'Endwalker,Endwalker Collector's Edition
Endwalker Pre-order,Récompense de précommande d'Endwalker,Endwalker Vorbestellung
"Enie - The Firmament - 1,200 Skybuilders' Scrips",Enie - Azurée (Ishgard) - 1 200 assignats d'Azurée,Enie - Himmelsstadt (Ishgard) - 1.200 Himmelsstadt-Aufbauscheine
Enie - The Firmament - 500 Skybuilders' Scrips,Enie - Azurée (Ishgard) - 500 assignats d'Azurée,Enie - Himmelsstadt (Ishgard) - 500 Himmelsstadt-Aufbauscheine
Enie - The Firmament - 600 Skybuilders' Scrips,Enie - Azurée (Ishgard) - 600 assignats d'Azurée,Enie - Himmelsstadt (Ishgard) - 600 Himmelsstadt-Aufbauscheine
Enkidu / Battle in the Big Keep,Enkidu / Affrontement sur le grand pont,Enkidu / Duell auf der großen Brücke
Enlist in the Immortal Flames Grand Company,Prêter allégeance aux Immortels,Schreibe dich bei der Legion der Unsterblichen ein
Enlist in the Maelstrom Grand Company,Prêter allégeance au Maelstrom,Schreibe dich beim Mahlstrom ein
Enlist in the Order of the Twin Adder Grand Company,Prêter allégeance à l'Ordre des Deux Vipères,Schreibe dich bei der Legion der Unsterblichen ein
"Enna (Rhalgr's Reach) / Rowena's Representative (Kugane) - 1,600 Allagan Tomestones of Poetics",Enna (L'Étendue de Rhalgr) / Commise de Rowena (Kugane) - 1 600 mémoquartz allagois poétiques,Enna (Rhalgrs Wacht) / Rowenas Händlerin (Kugane) - 1.600 Allagische Steine der Poesie
Item code included with Eorzean Symphony: FINAL FANTASY XIV Orchestral Album,Code d'objet bonus inclus dans Eorzean Symphony: FINAL FANTASY XIV Orchestral Album,Eorzean Symphony: FINAL FANTASY XIV Orchestral Album
Item code included with Eorzean Symphony: FINAL FANTASY XIV Orchestral Album Vol. 2,Code d'objet bonus inclus dans Eorzean Symphony: FINAL FANTASY XIV Orchestral Album Vol. 2,Eorzean Symphony: FINAL FANTASY XIV Orchestral Album Vol. 2
Item code included with Eorzean Symphony: FINAL FANTASY XIV Orchestral Album Vol. 3,Code d'objet bonus inclus dans Eorzean Symphony: FINAL FANTASY XIV Orchestral Album Vol. 3,Eorzean Symphony: FINAL FANTASY XIV Orchestral Album Vol. 3
Epilogi / Masked Carnivale #24,Epilogi / La Grande Mascarade n°24,Epilogi / Die Große Maskerade Nr. 24
"Eschina - Rhalgr's Reach - 12 Ixion Horns (FATE ""A Horse Outside"" - The Lochs)","Eschina - L'Étendue de Rhalgr - 12 cornes d'Ixion (ALÉA ""Défi : l'étalon survolté"" - Les Lacs)","Eschina - Rhalgrs Wacht - 12 Ixion-Hornfragmente (FATE ""Höllenross"" im Fenn)"
Eschina - Rhalgr's Reach - 2 Alphascape Bolts,Eschina - L'Étendue de Rhalgr - 2 boulons alphastitiels,Eschina - Rhalgrs Wacht - 2 Alphametrie-Bolzen
Eschina - Rhalgr's Reach - 2 Deltascape Bolts,Eschina - L'Étendue de Rhalgr - 2 boulons deltastitiels,Eschina - Rhalgrs Wacht - 2 Deltametrie-Bolzen
Eschina - Rhalgr's Reach - 2 Sigmascape Bolts,Eschina - L'Étendue de Rhalgr - 2 boulons sigmastitiels,Eschina - Rhalgrs Wacht - 2 Sigmametrie-Bolzen
"Eschina - Rhalgr's Reach - 3 Sassho-seki Fragments (FATEs ""Outfoxed"" and ""Foxy Lady"" - Yanxia)","Eschina - L'Étendue de Rhalgr - 3 fragments de la Roche meurtrière (ALÉAs ""Rusera bien qui rusera le dernier"" et ""Défi : la renarde fait surface"" - Yanxia)","Eschina - Rhalgrs Wacht - 3 Sassho-seki-Fragmente (FATEs ""Ausgefuchst"" und ""Fuchsige Dame"" - Yanxia)"
Eschina - Rhalgr's Reach - 4 Veteran's Clan Mark Logs,Eschina - L'Étendue de Rhalgr - 4 journaux de membre éminent du clan,Eschina - Rhalgrs Wacht - 4 Clan-Veteranenjäger-Tagebücher
"Eschina - Rhalgr's Reach - 5 Ixion Horns (FATE ""A Horse Outside"" - The Lochs)","Eschina - L'Étendue de Rhalgr - 6 cornes d'Ixion (ALÉA ""Défi : l'étalon survolté"" - Les Lacs)","Eschina - Rhalgrs Wacht - 5 Ixion-Hornfragmente (FATE ""Höllenross"" - Das Fenn)"
Eschina - Rhalgr's Reach - 6 Mythic Clan Mark Logs,Eschina - L'Étendue de Rhalgr - 6 journaux de membre émérite du clan,Eschina - Rhalgrs Wacht - 6 Clan-Mythenjäger-Tagebücher
"FATE ""Wail in the Willows"" - Eureka Anemos","ALÉA ""Défi : le démon des tempêtes"" - Eurêka Anemos","FATE ""Ein windiger Kerl"" - Eurêka Anemos"
Eureka Hydatos - Moisture-warped Lockbox,Eurêka Hydatos - Coffre rouillé,Eureka Hydatos - Wassergeschliffene Schließkassette
Eureka Hydatos - The Baldesion Arsenal,Eurêka Hydatos - L'Arsenal de Baldesion,Eureka Hydatos - Baldesions Arsenal
"FATE ""Crystalline Provenance"" - Eureka Hydatos","ALÉA ""Défi : Provenance indéfinie"" - Eurêka Hydatos","FATE ""Der Kristallwächter"" - Eureka Hydatos"
"FATE ""Duty-free"" - Eureka Hydatos","ALÉA ""Défi : Retourne d'où tu viens"" - Eurêka Hydatos","FATE ""Der Schmiedemeister des Äthers, König Goldemar"" - Eureka Hydatos"
Eureka Orthos - Any Sack,Eurêka Orthos - Tous les trésors étranges,Eureka Orthos - Schatzbeutel
Eureka Orthos - Bronze Sack,Eurêka Orthos - Trésor étrange de grade I,Eureka Orthos - Bronze ummantelter Schatzbeutel
Eureka Orthos - Bronze/Silver Sack,Eurêka Orthos - Trésor étrange de grade I ou II,Eureka Orthos - Bronze/Silbrig ummantelter Schatzbeutel
Eureka Orthos - Gold Sack,Eurêka Orthos - Trésor étrange de grade III,Eureka Orthos - Gülden ummantelter Schatzbeutel
Eureka Orthos - Silver Sack,Eurêka Orthos - Trésor étrange de grade II,Eureka Orthos - Silbrig ummantelter Schatzbeutel
Eureka Orthos - Silver/Gold Sack,Eurêka Orthos - Trésor étrange de grade II ou III,Eureka Orthos - Silbrig/Gülden ummantelter Schatzbeutel
Eureka Pagos/Pyros/Hydatos: Bunny Silver Coffer,Eurêka Pagos/Pyros/Hydatos : Coffre d'argent du lapin du bonheur,Eureka Pagos/Pyros/Hydatos: Silberne Glückshasen Schatztruhe
"FATE ""Eternity"" - Eureka Pagos","ALÉA ""Défi : neige écarlate"" - Eurêka Pagos","FATE ""Eiskalte Königin"" - Eureka Pagos"
"FATE ""Louhi on Ice"" - Eureka Pagos","ALÉA ""Défi : lames glacées"" - Eurêka Pagos","FATE ""Eisige Klingen"" - Eureka Pagos"
"FATE ""Lost Epic"" - Eureka Pyros","ALÉA ""Défi : papillons de la reine"" - Eurêka Pyros","FATE ""Penthesilea, Königin der Flammenfeen"" - Eureka Pyros"
"FATE ""Creepy Doll"" - Eureka Pyros","ALÉA ""Défi : Une méchante griffe"" - Eurêka Pyros","FATE ""Mörderische Marionetten"" - Eureka Pyros"
"FATE ""Go, Go, Gorgimera"" - Northern Thanalan","ALÉA ""Défi : gorgimère indigne"" - Thanalan septentrional","FATE ""Etwas von allem"" - Nördliches Thanalan"
"FATE ""It's Not Lupus"" - Eastern La Noscea","ALÉA ""Défi : cancer, le casque de mort"" - Noscea orientale",FATE 'Krabbe XXL' - Östliches La Noscea
"FATE ""Lazy for You"" - East Shroud","ALÉA ""Défi : Laurence pas ravie"" - Forêt de l'est","FATE ""Undank des Faulen"" - Ostwald"
"FATE ""Never Say Daimyo"" - The Ruby Sea","ALÉA ""Défi : amocher les daimyo"" - Mer de Rubis","FATE ""Fürstlicher Appetit"" - Rubinsee"
"FATE ""On Dangerous Ground"" - The Sea of Clouds","ALÉA ""Défi : mangeur de terre gardée"" - L'Écume des cieux d'Abalathia","FATE ""Wider die eigene Natur"" - Abalathisches Wolkenmeer"
"FATE ""Rattle and Humbaba"" - The Peaks","ALÉA ""Défi : l'affreux Humbaba"" - Les Pics","FATE ""Hunba, hunba, hunba, tätärä!"" - Die Zinnen"
"FATE ""Short Serket 2"" - Eureka Anemos","ALÉA ""Défi : le scorpion mythique"" - Eurêka Anemos","FATE ""Wütend wie ein Hurrikan"" - Eureka Anemos"
"FATE ""Special Tarasque Force"" - The Dravanian Forelands","ALÉA ""Défi : terrasser la Tarasque"" - Avant-pays dravanien","FATE ""Die Hasspredigerin"" - Dravanisches Vorland"
"FATE ""The Evil Seed"" - The Fringes","ALÉA ""Défi : mauvaise graine"" - Les Marges","FATE ""Die Saat des Bösen"" - Abanisches Grenzland"
"FATE ""The Eyes Have It"" - Coerthas Central Highlands","ALÉA ""Défi : l'œil de la tête"" - Hautes terres du Coerthas central","FATE 'Mehr Augen, mehr Ärger' - Zentrales Hochland von Coerthas"
"FATE ""The Shadow over Anemos"" - Eureka Anemos","ALÉA ""Défi : le Seigneur de la terre interdite"" - Eurêka Anemos","FATE ""Küssen verboten"" - Eureka Anemos"
"FATE ""Vedrfolnir Devoteth"" - The Churning Mists","ALÉA ""Défi : duel amical contre Vedrfolnir"" - L'Écume des cieux de Dravania","FATE ""Ehrenduell mit dem Weißen"" - Wallende Nebel"
"FATE ""Wham, Bam, Thank You, Mammoth"" - The Azim Steppe","ALÉA ""Défi : attention, passage de mammouths"" - Steppe d'Azim","FATE ""Tödliche Hauer"" - Azim-Steppe"
"FATE ""Wine and Honey"" - Eureka Anemos","ALÉA ""Défi : le dragon démentiel"" - Eurêka Anemos","FATE ""Schlafende Drachen soll man nicht wecken"" - Eureka Anemos"
"FATE ""You Do Know Jack"" - Eureka Pyros","ALÉA ""Défi : rencontre de deux sales types"" - Eurêka Pyros","FATE ""Die Axt im Walde"" - Eureka Pyros"
"FATEs ""Mogicide"" / ""Rastaban Vibration"" / ""End of the Rainbow"" - The Churning Mists","ALÉAs ""Touche pas mes Mogs"" / ""Sus aux sous-fifres !"" / ""Garde de bébé dragon"" - L'Écume des cieux de Dravania","FATEs ""Sadistische Spiele"" / ""Rastabans Rage"" / ""Aufpassdrachenkind"" - Wallende Nebel"
Item code included with FINAL FANTASY XIV - The Best Compilation Album,Code d'objet bonus inclus dans FINAL FANTASY XIV - The Best Compilation Album,Bonus-Gegenstandscode inkludiert bei FINAL FANTASY XIV - The Best Compilation ALbum
Item code included with FINAL FANTASY XIV: DUALITY Arrangement Album,Code d'objet bonus inclus dans FINAL FANTASY XIV: DUALITY Arrangement Album,Bonus-Gegenstandscode inkludiert bei FINAL FANTASY XIV: DUALITY Arrangement ALbum
Item code included with FINAL FANTASY XIV: SCIONS & SINNERS Arrangement Album,Code d'objet bonus inclus dans FINAL FANTASY XIV: SCIONS & SINNERS Arrangement Album,Bonus-Gegenstandscode inkludiert bei FINAL FANTASY XIV: SCIONS & SINNERS Arrangement Album
Item code included with FORGE AHEAD: FINAL FANTASY XIV Arrangement Album,Code d'objet bonus inclus dans FORGE AHEAD: FINAL FANTASY XIV Arrangement Album,Bonus-Gegenstandscode inkludiert bei FORGE AHEAD: FINAL FANTASY XIV Arrangement Album
Faezbroes - The Archeion (Labyrinthos) - 350 Bicolor Gemstones (Rank 3),Faezbroes - Archéion (Le Labyrinthos) - 350 gemmes bicolores (Rang 3),Faezbries - Archeion (Labyrinthos) - 350 zweifarbige Edelsteine (Rang 3)
Fan Festival 2014,Fan Festival 2014,Fan Festival 2014
Fan Festival 2016-17,Fan Festival 2016-17,Fan Festival 2016-17
Fan Festival 2018-19,Fan Festival 2018-19,Fan Festival 2018-19
"Fathard - Eulmore - 12 Formidable Cog (FATE ""A Finale Most Formidable"" - Kholusia)","Fathard - Eulmore - 12 rouages du Formidable (ALÉA ""Formidable : l'arme secrète"" - Kholusia)","Fathard - Eulmore - 12 Formidabel-Zahnräder (FATE ""Ein formidabler Kampf: Der Gigant"" - Kholusia)"
"Fathard - Eulmore - 6 Archaeotania's Horn (FATE ""The Head, The Tail, the Whole Damned Thing"" - The Tempest)","Fathard - Eulmore - 6 cornes d'Archaeotania (ALÉA ""L'annonciatrice du chaos : bataille au sommet des fonds"" - La Tempête)","Fathard - Eulmore - 6 Arachaeotania-Hörner (FATE ""Schrecken der Tiefsee Archaeotania: Die Bestie"" - Tempest)"
"Fathard - Eulmore - 6 Formidable Cog (FATE ""A Finale Most Formidable"" - Kholusia)","Fathard - Eulmore - 6 rouages du Formidable (ALÉA ""Formidable : l'arme secrète"" - Kholusia)","Fathard - Eulmore - 6 Formidabel-Zahnräder (FATE ""Ein formidabler Kampf: Der Gigant"" - Kholusia)"
Faust & Sturm Doll / Alexander - The Fist of the Father,Faust & Poupée sturm / Alexander - Le Poing du Père,Faust & Sturmpuppe / Alexander - Faust des Vaters
Field Exploration XIII,Exploration en plaine XIII,Felderkundung XIII
"Field Exploration XIV, XV, XIX","Exploration en plaine XIV, XV, XIX","Felderkundung XIV, XV, XIX"
Field Exploration XX - XXII,Exploration en plaine XX - XXII,Felderkundung XX - XXII
Field Exploration XXII,Exploration en plaine XXII,Felderkundung XXII
Field Exploration XXV,Exploration en plaine XXV,Felderkundung XXV
Field Exploration XXVI - XXVIII,Exploration en plaine XXVI - XXVIII,Felderkundung XXVI - XXVIII
Field Exploration XXVIII,Exploration en plaine XXVIII,Felderkundung XXVIII
Final Fantasy XI Collaboration,Collaboration Final Fantasy XI,Final Fantasy XI Collaboration
Final Fantasy XIII Collaboration,Collaboration Final Fantasy XIII,Final Fantasy XIII Collaboration
Final Fantasy XV Collaboration,Collaboration Final Fantasy XV,Final Fantasy XV Collaboration
Final Fantasy XVI Collaboration,Collaboration Final Fantasy XVI,Final Fantasy XVI Collaboration
"Flame Quartermaster - Ul'dah - 20,000 Flame Seals",Officier de la logistique - Faubourg de Nald (Ul'dah) - 20 000 sceaux de compagnie uldiens,Quartiermeisterin - Ul'dah - 20.000 Legionstaler
"Flame Quartermaster - Ul'dah - 40,000 Flame Seals",Officier de la logistique - Faubourg de Nald (Ul'dah) - 40 000 sceaux de compagnie uldiens,Quartiermeisterin - Ul'dah - 40.000 Legionstaler
Flame Sergeant Dalvag (B Rank) / Northern Thanalan,Sergent-major Dalvag (Rang B) / Thanalan septentrional,Dalvag (B Rang) / Nördliches Thanalan
Fly the Falcon Mount Campaign,Campagne monture mini aéronef Faucon,"Reittier-Kampagne: ""Der Falke"""
"For Absent Friends (14, 18)","Miséricorde vengeresse (14, 18)","Eine neue Unordnung (14, 18)"
Forgiven Obscenity / Mt. Gulg,Obscénité pardonnée - Mont Gulg,Geläuterte Unzucht / Der Gulg
"Frine - Ishgard - 5,000 Gil",Frine - Les Contreforts (Ishgard) - 5 000 gils,Frine - Ishgard - 5.000 Gil
Fruminoius Koheel Ja / The Wanderer's Palace (Hard),Molaa Ja Ja / Le Palais du Vagabond (brutal) ,Koheel Ja / Palast des Wanderers (schwer)
Furryfoot Kupli Kipp / Thornmarch (Hard),Moggle Mog XII / La Lisière de ronces (brutal) ,Flinkefuß Kupli Lipp / Königliche Konfrontation (schwer)
Fête Present,Boîte à cadeaux de feste,Geschenk de la Fête
Gadfrid - Old Sharlayan - 350 Bicolor Gemstones,Gadfrid - Vieille Sharlayan - 350 gemmes bicolores,Gadfrid - Alt-Sharlayan - 350 zweifarbige Edelsteine
Timeworn Gaganaskin Map,Vieille carte en peau de gagana,Vergilbte Gaganaleder-Karte
Galvanth the Dominator / The Tam-tara Deepcroft,Galvanth le Tyran / L'Hypogée de Tam-Tara ,Großkönig Galvanth / Totenacker Tam-Tara
Gardening,Jardinage,Garten (FG Haus/persönliche Unterkunft)
Garuda / The Howling Eye (Extreme),Garuda / Hurlœil (extrême),Garuda / Zenit der Götter - Garuda
Gathered by Botanist,Récolté par un botaniste,Sammelbar als Gärtner
Gathered by Fisher,Récolté par un pêcheur,Sammelbar als Fischer
Gathered by Miner,Récolté par un mineur,Sammelbar als Minenarbeiter
Genbu / Hells' Lid,Genbu / Le Couvercle des enfers,Genbu / Höllenspund
Ghanta - Svarna (Thavnair) - 6 Arkasodara Pana (Rank 5),Ghanta - Svarna (Thavnair) - 6 seiko arkasodaras (Rang 5),Ghanta - Svarna (Thavnair) - 6 Arkasodara-Pana (Rang 5)
Ghanta - Svarna (Thavnair) - 6 Arkasodara Pana (Rank 8),Ghanta - Svarna (Thavnair) - 6 seiko arkasodaras (Rang 8),Ghanta - Svarna (Thavnair) - 6 Arkasodara-Pana (Rang 8)
Ghanta - Svarna (Thavnair) - 8 Arkasodara Pana (Rank 4),Ghanta - Svarna (Thavnair) - 8 seiko arkasodaras (Rang 4),Ghanta - Svarna (Thavnair) - 8 Arkasodara-Pana (Rang 4)
Ghanta - Svarna (Thavnair) - 18 Arkasodara Pana (Rank 7),Ghanta - Svarna (Thavnair) - 18 seiko arkasodaras (Rang 4),Ghanta - Svarna (Thavnair) - 18 Arkasodara-Pana (Rang 7)
Ghrah Luminary Adds / Pharos Sirius (Hard),Les invocations de Ghrah virtuose / Le Phare de Sirius (brutal),Ghrah-Luminion Adds (Denaturat) / Pharos Sirius (schwer)
"Giant Beaver - Il Mheg - 1 Dancing Wing (Requires Quest ""And Then There Were None"")","Castor géant - Il Mheg - 1 paire d'Ailes de Titania (Requiert la complétion de la quête ""Mais où sont les Pixies ?"")","Riesenbiber - Il Mheg - 1 Flügel aus Titanias Kleid (Abschluss der Quest ""Viva la Biber"" erforderlich)"
"Giggling Gigantoad / Western Thanalan (15, 7)","Crapaud rieur géant / Thanalan occidental (15, 7)","Kicherkröte / Westliches Thanalan (15, 7)"
"Glide Bomb / Western Thanalan (27, 16)","Bombo planeur / Thanalan occidental (27, 16)","Rutschbomber / Westliches Thanalan (27, 16)"
Timeworn Gliderskin Map,Vieille carte en peau de smilodon,Vergilbte Smilodonleder-Karte
Timeworn Gliderskin/Zonureskin Map,Vieille carte en peau de smilodon/glaucus,Vergilbte Smilodonleder/Glaucusleder-Karte
"Goblin Fisher / Middle La Noscea (23, 21)","Pêcheur gobelin / Noscea centrale (23, 21)","Goblin-Fischer / Zentrales La Noscea (23, 21)"
"Goblin Gambler / Middle La Noscea (23, 21)","Parieur gobelin / Noscea centrale (23, 21)","Goblin-Glücksspieler / Zentrales La Noscea (23, 21)"
Gobmachine G-VI / Brayflox's Longstop (Hard),Gobtank G-VI / Bivouac de Brayflox (brutal),Gobmaschine VI / Brüllvolx' Langrast (schwer)
Gold Triad Card,Pochette Triple Triade or,Boosterkarte (Gold)
Goushs Ooan - The Ondo Cups (The Tempest) - 250 Bicolor Gemstones,Goushs Ooan - Baïne (The Tempest) - 250 gemmes bicolores,Goushs Ooan - Ondo-Becken (Tempest) - 250 zweifarbige Edelsteine
Goushs Ooan - The Ondo Cups (The Tempest) - 350 Bicolor Gemstones (Rank 2),Goushs Ooan - Baïne (The Tempest) - 350 gemmes bicolores (Rang 2),Goushs Ooan - Ondo-Becken (Tempest) - 350 zweifarbige Edelsteine (Rang 2)
Goushs Ooan - The Ondo Cups (The Tempest) - 350 Bicolor Gemstones (Rank 3),Goushs Ooan - Baïne (The Tempest) - 350 gemmes bicolores (Rang 3),Goushs Ooan - Ondo-Becken (Tempest) - 350 zweifarbige Edelsteine (Rang 3)
Gramsol - The Crystarium - 350 Bicolor Gemstones,Gramsol - Cristarium - 350 gemmes bicolores,Gramsol - Crystarium - 350 zweifarbige Edelsteine
Gramsol - The Crystarium - 400 Bicolor Gemstones,Gramsol - Cristarium - 400 gemmes bicolores,Gramsol - Crystarium - 400 zweifarbige Edelsteine
Greater Armadillo / Malikah's Well,Grand tatou / Le Puits de Malikah,Riesengürteltier / Malikahs Brunnen
"Griffin / Sea of Clouds (36, 9)","Griffon / L'Écume des cieux d'Abalathia (36, 9)","Greif / Abalathisches Wolkenmeer (36, 9)"
Guardian / Sigmascape V3.0,Gardien / Sigmastice v3.0 ,Wächter / Sigmametrie 3.0
Gyorai Quickstrike (B Rank) / Yanxia,Gyorai le Vif (Rang B) / Yanxia,Gyorai Schnellschlag (B Rang) / Yanxia
Gyosho - Dhoro Iloh (The Azim Steppe) - 3 Namazu Koban (Rank 6),Gyosho - Dhoro Iloh (Steppe d'Azim) - 3 koban namazu (Rang 6),Gyosho - Dhoro Iloh (Azim-Steppe) - 3 Namazuo-Koban (Rang 6)
Gyosho - Dhoro Iloh (The Azim Steppe) - 6 Namazu Koban (Rank 8),Gyosho - Dhoro Iloh (Steppe d'Azim) - 6 koban namazu (Rang 8),Gyosho - Dhoro Iloh (Azim-Steppe) - 6 Namazuo-Koban (Rang 8)
Gyosho - Dhoro Iloh (The Azim Steppe) - 7 Namazu Koban (Rank 4),Gyosho - Dhoro Iloh (Steppe d'Azim) - 7 koban namazu (Rang 4),Gyosho - Dhoro Iloh (Azim-Steppe) - 7 Namazuo-Koban (Rang 4)
Gyosho - Dhoro Iloh (The Azim Steppe) - 20 Namazu Koban (Rank 8),Gyosho - Dhoro Iloh (Steppe d'Azim) - 20 koban namazu (Rang 8),Gyosho - Dhoro Iloh (Azim-Steppe) - 20 Namazuo-Koban (Rang 8)
Gyosho - Dhoro Iloh (The Azim Steppe) - 8 Namazu Koban (Rank 6),Gyosho - Dhoro Iloh (Steppe d'Azim) - 8 koban namazu (Rang 6),Gyosho - Dhoro Iloh (Azim-Steppe) - 8 Namazuo-Koban (Rang 6)
